name,uri,genres,artist,mood,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
Tick Tock (feat. 24kGoldn),27u7t9d7ZQoyjsCROHuZJ3,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit,happy,0 days 00:02:58.374000,0.369,0.779,0.705,7.91e-06,0.124,-3.895,0.0344,101.022,0.946,4
You (with Marshmello & Vance Joy),1GkHyypTFkUf0QQKwYoXH4,"['canadian pop', 'pop', 'post-teen pop']",benny blanco,happy,0 days 00:02:49.632000,0.0493,0.668,0.563,0.0,0.119,-6.433,0.0522,103.116,0.305,4
Never Seen the Rain,2grAr8pWMuLWn8ZYEE9wDV,"['australian pop', 'pop']",Tones And I,happy,0 days 00:03:20.756000,0.44,0.485,0.461,0.0,0.232,-5.646,0.0444,87.009,0.324,4
Best Of You (feat. Elle King),4bsqIuMHtvLCzpYAyV3044,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",Andy Grammer,happy,0 days 00:03:05.393000,0.0515,0.653,0.623,0.0,0.0869,-5.989,0.0938,175.884,0.48,4
Freedom,5Gj1wG8b12VQdEd3hUuSwo,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy,0 days 00:03:18.635000,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,112.887,0.39,4
Kings & Queens,76nqCfJOcFFWBJN32PAksn,"['dance pop', 'pop']",Ava Max,happy,0 days 00:02:42.399000,0.00775,0.638,0.688,0.0,0.126,-4.056,0.0407,129.856,0.434,4
One Too Many,5NUXE8W12lWcUXgJRCjeEw,"['pop', 'post-teen pop']",Keith Urban,happy,0 days 00:03:23.893000,0.247,0.697,0.535,0.0,0.569,-6.504,0.068,82.959,0.594,4
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,49dFIRQCQxPWgoH0m38XQ5,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Lennon Stella,happy,0 days 00:02:40.289000,0.262,0.696,0.686,0.0,0.174,-6.113,0.0309,115.982,0.7,4
Be Okay (with HRVY),4ztw0mBC6VBiLV79yRHDQW,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",R3HAB,happy,0 days 00:02:21.600000,0.0179,0.73,0.558,0.0,0.128,-6.535,0.0786,100.066,0.618,4
Somebody,6pU7kdmhRvhc8twYRl14bD,"['electropop', 'norwegian indie', 'norwegian pop', 'tropical house']",Dagny,happy,0 days 00:03:14.373000,0.00178,0.721,0.763,0.000238,0.0945,-4.748,0.0382,117.981,0.436,4
Weekend Vibe,5c0lWlmIyCq7hzBhpZasYL,"['deep house', 'deep tropical house', 'edm', 'pop dance', 'tropical house']",Jubël,happy,0 days 00:02:46.909000,0.00912,0.688,0.742,1.37e-06,0.186,-6.363,0.0496,110.026,0.74,4
Savage Love (Laxed - Siren Beat),5T490vvoFNU6psep0NPmxs,['nz pop'],Jawsh 685,happy,0 days 00:02:51.375000,0.243,0.795,0.48,0.0,0.271,-8.556,0.0688,149.919,0.723,4
Dynamite,0v1x6rN6JHRapa03JElljE,"['k-pop', 'k-pop boy group']",BTS,happy,0 days 00:03:19.054000,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737,4
Dynamite,0v1x6rN6JHRapa03JElljE,"['k-pop', 'k-pop boy group']",BTS,happy,0 days 00:03:56.497000,0.0491,0.682,0.767,0.00189,0.0768,-5.752,0.104,127.933,0.4,4
Sing It With Me,60DwQiwwglVkTkTwDTTEId,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",JP Cooper,happy,0 days 00:03:21.199000,0.0744,0.54,0.793,0.0,0.354,-4.379,0.0493,112.219,0.399,4
My Head & My Heart,1KixkQVDUHggZMU9dUobgm,"['dance pop', 'pop']",Ava Max,happy,0 days 00:02:54.760000,0.0697,0.614,0.934,0.0,0.121,-3.709,0.07,116.001,0.436,4
I'll Wait,6Q3K9gVUZRMZqZKrXovbM2,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy,0 days 00:03:35.361000,0.148,0.611,0.651,1.84e-05,0.105,-6.973,0.0587,122.983,0.357,4
Be Kind,5pE4OLVJh5rjaLERbUgBB2,"['edm', 'pop', 'pop dance', 'tropical house']",Zak Abel,happy,0 days 00:03:01.516000,0.068,0.929,0.67,0.0,0.318,-3.977,0.0488,120.935,0.938,4
On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,"['contemporary country', 'country', 'country road', 'modern country rock']",Thomas Rhett,happy,0 days 00:02:44.683000,0.0119,0.548,0.721,0.0,0.216,-4.466,0.0472,177.918,0.594,4
My Way (Steve Aoki & Aloe Blacc),0FJw1Pg9xXCxbcyQMI6GAe,"['k-pop', 'k-pop boy group']",Steve Aoki,happy,0 days 00:03:17.647000,0.11,0.585,0.82,0.0,0.134,-4.428,0.0774,169.895,0.396,4
Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,"['pop', 'uk pop']",Ed Sheeran,happy,0 days 00:03:17.867000,0.124,0.64,0.648,0.0,0.0802,-8.113,0.187,92.977,0.548,4
Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,happy,0 days 00:03:03.726000,0.216,0.595,0.784,0.0,0.0608,-4.878,0.102,124.111,0.479,4
Sweet & Sour (feat. Lauv & Tyga),3ZWhRS2EJVL5B0IEzkcvZa,['nz pop'],Jawsh 685,happy,0 days 00:02:43.228000,0.092,0.827,0.73,1.35e-05,0.258,-5.324,0.0934,95.003,0.679,4
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,['nz pop'],Jason Derulo,happy,0 days 00:03:12.921000,0.105,0.738,0.85,0.0,0.23,-3.049,0.0642,98.013,0.865,4
Broke Boy,3838GU9hh6VrvDi1f8jaU9,['la pop'],Malia Civetz,happy,0 days 00:02:52.569000,0.164,0.796,0.694,0.0,0.0703,-3.979,0.234,98.005,0.847,4
Who's Laughing Now,73h4oe03sZy8bXfQLfnqMv,"['dance pop', 'pop']",Ava Max,happy,0 days 00:03:00.348000,0.00565,0.648,0.641,3.63e-06,0.109,-5.521,0.0389,184.021,0.505,4
Sixteen,4PkIDTPGedm0enzdvilLNd,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",Ellie Goulding,happy,0 days 00:03:21.072000,0.268,0.669,0.801,0.0,0.0594,-5.445,0.136,109.919,0.541,4
Glorious,7xPIlYAQvOubFllPkn8XSL,"['dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",Ella Henderson,happy,0 days 00:03:04.800000,0.155,0.756,0.54,0.0,0.0551,-5.456,0.125,108.274,0.642,4
Body Back (feat. Maia Wright),1z1XegUChLLQfcbtIK8ABn,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin,happy,0 days 00:03:34.634000,0.0948,0.686,0.83,1.33e-06,0.182,-4.437,0.0369,123.032,0.486,4
Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],1mMvahhW2Oz9waG8UTQnI4,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,happy,0 days 00:03:35.388000,0.0304,0.58,0.804,0.00359,0.105,-4.618,0.0279,126.005,0.137,4
Perfect (feat. Haris),30cW9fD87IgbYFl8o0lUze,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']",Lucas & Steve,happy,0 days 00:02:56.517000,0.0955,0.751,0.657,0.0,0.0945,-4.642,0.0989,118.029,0.532,4
Year of the Young,6J7U49QGecWb3WqIqfSYc0,['swedish pop'],Smith & Thell,happy,0 days 00:02:44.200000,0.000817,0.611,0.88,1.01e-05,0.0598,-6.571,0.0378,144.996,0.771,4
Hold On Tight,2xytFpmHqcz6UHp1sh0SoR,"['dance pop', 'edm', 'pop', 'pop dance']",Aloe Blacc,happy,0 days 00:03:48.120000,0.0264,0.722,0.59,0.0,0.0793,-7.512,0.0435,104.931,0.368,4
YES,1nAvS4GbkxR7iISU5ZfLPf,['eurovision'],BEN & TAN,happy,0 days 00:03:00.489000,0.00658,0.563,0.583,0.0,0.102,-7.302,0.031,91.899,0.525,4
Fingertips,0jh5NRR4gX9tsFMLFDhEmX,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",Tom Gregory,happy,0 days 00:02:45.430000,0.07,0.718,0.693,0.0,0.132,-5.375,0.0252,88.026,0.691,4
Keep You Mine,0OJN2A3Qyvd7pwSF0AIteC,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",NOTD,happy,0 days 00:02:54.761000,0.267,0.81,0.788,0.000172,0.196,-3.663,0.0447,135.991,0.845,4
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,['cali rap'],24kGoldn,happy,0 days 00:03:12.745000,0.151,0.721,0.745,1.24e-06,0.372,-3.508,0.0366,90.988,0.699,4
Faith (with Dolly Parton) [feat. Mr. Probz],35MKhw2YBKApmD7fAnPERC,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,happy,0 days 00:03:06.805000,0.145,0.547,0.795,0.0,0.11,-3.721,0.0489,118.118,0.723,4
All I Know So Far,4LmN3eU1R1vVEdKuDELpGk,"['dance pop', 'pop', 'post-teen pop']",P!nk,happy,0 days 00:04:37.413000,0.0586,0.578,0.639,0.0,0.0944,-5.749,0.0374,108.045,0.296,4
Let Me Move You - From the Netflix film Work It,0roOLcll6SSTYZwsQFmXqP,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",Sabrina Carpenter,happy,0 days 00:02:27.071000,0.0112,0.624,0.628,0.0191,0.0814,-6.582,0.0408,114.556,0.772,4
Higher Love,6oJ6le65B3SEqPwMRNXWjY,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy,0 days 00:03:48.267000,0.0151,0.693,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,0.404,4
Higher Love,6oJ6le65B3SEqPwMRNXWjY,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy,0 days 00:03:35.590000,0.962,0.323,0.119,0.000348,0.106,-17.892,0.05,89.862,0.176,4
Goliath,0z4kyKuFGmUV7WQ7gB1sAp,['swedish pop'],Smith & Thell,happy,0 days 00:03:24.759000,0.000414,0.528,0.833,1.23e-06,0.068,-6.19,0.0514,127.998,0.46,4
Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,"['canadian pop', 'pop', 'post-teen pop']",Justin Bieber,happy,0 days 00:03:18.082000,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,0.464,4
Never Really Over,5PYQUBXc7NYeI1obMKSJK0,"['dance pop', 'pop', 'post-teen pop']",Katy Perry,happy,0 days 00:03:43.523000,0.194,0.77,0.882,0.0,0.316,-4.792,0.0602,99.991,0.385,4
Dance with Me (feat. Thomas Rhett & Young Thug),6AoHQqGnuwFk9ygWhzLRws,"['bmore', 'dance pop', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",Diplo,happy,0 days 00:02:50.158000,0.0264,0.73,0.792,0.0,0.101,-5.33,0.13,99.039,0.745,4
Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,"['contemporary country', 'country road']",Kane Brown,happy,0 days 00:03:11.406000,0.0469,0.727,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,0.322,4
Put Your Records On,1fah1uAs7HeTYDlNftKr3K,['bedroom pop'],Ritt Momney,happy,0 days 00:03:30.463000,0.058,0.399,0.492,0.00101,0.11,-10.777,0.0538,91.066,0.159,4
Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",Lizzo,happy,0 days 00:02:39.011000,0.298,0.668,0.892,0.0,0.735,-3.001,0.0645,95.927,0.478,4
Iko Iko (My Bestie),7MC4XR9M9amdmKQr2iDF7i,"['png pop', 'polynesian pop']",Justin Wellington,happy,0 days 00:03:02.857000,0.131,0.862,0.753,2.01e-06,0.077,-5.356,0.0625,105.039,0.827,4
Electric,63eV5hreY9feQP2CmYavpj,"['dance pop', 'pop', 'post-teen pop']",Katy Perry,happy,0 days 00:03:13.543000,0.00302,0.615,0.701,0.0,0.0471,-4.257,0.0472,98.073,0.251,4
Rewrite The Stars (with James Arthur & Anne-Marie),78nplE9X2ZGvQh3TKgvldE,"['pop', 'post-teen pop', 'talent show', 'uk pop']",James Arthur,happy,0 days 00:03:38.293000,0.237,0.67,0.743,0.0,0.465,-4.993,0.0393,125.944,0.571,4
Hold You Tonight (with Chris Lane),58jecLK0epwMLr9cy5vFUy,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin,happy,0 days 00:03:39.354000,0.102,0.467,0.795,0.0,0.264,-3.6,0.0687,163.837,0.472,4
Higher Power,0939D7aT18uBDS2MTjWzct,"['permanent wave', 'pop']",Coldplay,happy,0 days 00:03:31.295000,0.00711,0.507,0.828,2.44e-05,0.261,-6.023,0.0449,178.032,0.489,4
What I Like About You (feat. Theresa Rex),4NSW0Km5ZG60L8FthUebPJ,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",Jonas Blue,happy,0 days 00:03:40.396000,0.289,0.46,0.8,6.16e-06,0.121,-3.584,0.05,102.46,0.553,4
What's Love Got to Do with It,3Be7CLdHZpyzsVijme39cW,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy,0 days 00:03:28.156000,0.275,0.75,0.664,0.0,0.0632,-5.908,0.154,105.023,0.617,4
Ooh Girl (feat. A Boogie Wit da Hoodie),1mKNyZCNDueEASgBgZuLdA,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",Kris Kross Amsterdam,happy,0 days 00:02:48.201000,0.139,0.726,0.781,0.0,0.274,-4.276,0.0525,104.976,0.579,4
Just Friends,02Ygu8lo3qSknRpcBnspso,"['canadian pop', 'electropop']",Virginia To Vegas,happy,0 days 00:02:48.947000,0.156,0.793,0.714,0.0,0.136,-7.562,0.193,100.036,0.794,4
Fake A Smile,6rAGFY9D3ah6Lb7fUgbNNH,['electro house'],Alan Walker,happy,0 days 00:02:48.118000,0.212,0.447,0.553,0.0,0.165,-4.817,0.0322,149.877,0.252,4
I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,"['pop', 'uk pop']",Ed Sheeran,happy,0 days 00:03:39.947000,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,101.956,0.842,4
Starstruck,2WJVFqVQ3ivhAoAQWzEzeL,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']",Years & Years,happy,0 days 00:03:27.755000,0.011,0.555,0.879,0.0,0.298,-2.484,0.0983,113.852,0.691,4
Let It Be Me (feat. Ava Max),2F83FxNVkK6PPMHuYnwyVc,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",David Guetta,happy,0 days 00:02:52.933000,0.128,0.743,0.529,0.0,0.181,-6.187,0.0505,102.048,0.438,4
Wave of You,5Ne1q9Hv3l2NHBA3Agt8WT,"['bedroom soul', 'pop']",Surfaces,happy,0 days 00:03:33.842000,0.057,0.695,0.656,0.0,0.267,-6.038,0.0489,90.986,0.346,4
Can We Pretend (feat. Cash Cash),3O0e0LHTpza0rYVDbZfQ4r,"['dance pop', 'pop', 'post-teen pop']",P!nk,happy,0 days 00:03:44.360000,0.197,0.524,0.806,0.0,0.101,-3.447,0.406,115.172,0.45,4
Hot Stuff,00ETaeHUQ6lops3oWU1Wrt,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy,0 days 00:03:19.008000,0.019,0.681,0.773,1.28e-06,0.11,-5.749,0.148,119.961,0.429,4
DANCE,6TfeXwJihJRuBW3mFpib6J,"['norwegian pop', 'pop dance']",CLMD,happy,0 days 00:02:54.448000,0.0263,0.766,0.548,1.81e-06,0.21,-7.834,0.0373,122.012,0.552,4
Jackpot (The Him Remix),6NSjdFYF2zxgQ7UvsKoRxy,['canadian electropop'],Jocelyn Alice,energetic,0 days 00:03:10.820000,0.021,0.624,0.864,0.000407,0.233,-5.341,0.0564,122.03,0.4,4
White Tiger - Single Version,64I0PKLFEKlcvc7fEVUGq0,"['chill r&b', 'pop', 'uk pop']",Izzy Bizu,energetic,0 days 00:03:00.067000,0.222,0.772,0.582,8.78e-05,0.108,-5.14,0.0615,117.856,0.319,4
Energy,79XrkTOfV1AqySNjVlygpW,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake,energetic,0 days 00:03:01.933000,0.38,0.747,0.571,0.0,0.534,-7.916,0.478,172.104,0.553,4
Our Love,4MyyNsp3aBr0SKSKENNpDT,"['dance pop', 'pop rap']",Nico & Vinz,energetic,0 days 00:03:29.797000,0.184,0.741,0.773,0.0,0.135,-6.692,0.0804,125.007,0.383,4
Running Out,2H8LPaY3NSjmOFMH2Rygnz,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Matoma,energetic,0 days 00:03:31.200000,0.0856,0.601,0.682,0.00384,0.132,-5.905,0.0338,94.999,0.17,4
Sunshine,2lEBInNYXOrnZkXItbmAIN,['chamber pop'],Dorian,energetic,0 days 00:03:46.065000,0.0494,0.693,0.693,0.0,0.744,-10.764,0.0851,136.884,0.685,4
Jubel,2mpsKeLCbdXkwEpZRNi4XD,"['deep house', 'deep tropical house', 'edm', 'pop dance', 'tropical house']",Klingande,energetic,0 days 00:04:43.638000,0.185,0.698,0.476,0.238,0.0542,-7.459,0.0417,124.986,0.181,4
Smoke Filled Room,4f13AaRyukUTWleyKXaRDh,"['bow pop', 'pop violin']",Mako,energetic,0 days 00:03:15.503000,0.024,0.574,0.731,0.0,0.0779,-4.582,0.0664,127.925,0.402,4
Too Much to Handle,6ZqbCojBV78MFkYnyk7ZIq,"['alternative dance', 'edm', 'indie poptimism', 'indietronica', 'nu disco', 'pop', 'tropical house']",Great Good Fine Ok,energetic,0 days 00:03:51.573000,0.2,0.724,0.618,1.07e-05,0.0806,-4.36,0.0483,128.085,0.916,4
"Revolution (feat. Faustix, Imanos & Kai)",5zG4pMcM2QILFOFL3Y3ZMf,"['bmore', 'dance pop', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",Diplo,energetic,0 days 00:04:23.716000,0.00499,0.634,0.724,0.000193,0.0732,-5.842,0.0546,148.024,0.309,4
Walk on by (Sound Remedy Remix),11BPfwVbB7vok7KfjBeW4k,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",Noosa,energetic,0 days 00:07:23.478000,0.0178,0.525,0.699,8.8e-05,0.0888,-4.571,0.0353,92.011,0.199,4
Be Okay,7AonnmPTczSzmqPs32Po69,"['disco', 'funk', 'post-disco', 'quiet storm']",Oh Honey,energetic,0 days 00:03:18.675000,0.00431,0.659,0.925,0.0,0.205,-4.567,0.0559,117.015,0.64,4
Golden,5uQSMMQKcPyRt8r7YM8uwt,"['hopebeat', 'indie poptimism', 'metropopolis', 'shimmer pop']",Parade of Lights,energetic,0 days 00:03:04.567000,0.00045,0.474,0.845,0.0,0.613,-4.931,0.156,99.975,0.634,4
New Americana,70FfnLougoxye4i9Z0EhB3,"['ohio hip hop', 'pop rap']",Halsey,energetic,0 days 00:03:03.808000,0.0135,0.474,0.708,0.0,0.336,-5.098,0.0325,86.953,0.305,4
All of You,37oGPPT1GLkcjByBCY05ag,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop edm', 'post-teen pop']",Betty Who,energetic,0 days 00:03:58.373000,0.00425,0.589,0.837,0.114,0.175,-4.803,0.028,127.977,0.429,4
Blue Hawaii,1yujmT64VJM0k7pceaLIC8,['australian hip hop'],ASTR,energetic,0 days 00:03:44.685000,0.064,0.652,0.744,2.87e-05,0.342,-4.098,0.0378,123.006,0.487,4
Sugar (feat. Francesco Yates),3NFuE3uDOr6QUw9UZ9HzKo,"['dutch hip hop', 'tropical house']",Robin Schulz,energetic,0 days 00:03:39.043000,0.0185,0.636,0.815,0.0,0.163,-5.098,0.0581,123.063,0.636,4
Take It or Leave It,7LeIYh4gDj5l8mJ7kNsHIv,"['alternative dance', 'edm', 'indie poptimism', 'indietronica', 'nu disco', 'pop', 'tropical house']",Great Good Fine Ok,energetic,0 days 00:03:03.468000,0.162,0.69,0.753,0.0,0.0718,-3.83,0.0555,148.024,0.931,4
Waves - Robin Schulz Radio Edit,4OJKPoqK5oMdPmAuT4V8Lg,"['dutch hip hop', 'tropical house']",Mr. Probz,energetic,0 days 00:03:23.080000,0.00849,0.83,0.507,0.00139,0.0955,-9.295,0.0369,119.999,0.444,4
Dreaming,3c7vquF4xacCmFrxztLUVH,"['electropop', 'hopebeat', 'indie pop', 'indie poptimism', 'la indie', 'la pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock']",Smallpools,energetic,0 days 00:03:36.573000,0.000527,0.615,0.887,0.0,0.0667,-2.924,0.0453,119.0,0.877,4
Dreaming,3c7vquF4xacCmFrxztLUVH,"['electropop', 'hopebeat', 'indie pop', 'indie poptimism', 'la indie', 'la pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock']",Smallpools,energetic,0 days 00:03:36.560000,0.000457,0.624,0.878,0.0,0.0656,-2.934,0.0514,119.106,0.878,4
7/11,02M6vucOvmRfMxTXDUwRXu,"['dance pop', 'pop', 'post-teen pop', 'r&b']",Beyoncé,energetic,0 days 00:03:33.507000,0.0128,0.747,0.705,0.0,0.126,-5.137,0.126,136.024,0.56,4
Elastic Heart,6kwAbEjseqBob48jCus7Sz,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Sia,energetic,0 days 00:04:17.200000,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,0.499,4
Revolusion,7ppPVLsLNfHDneQnzZmUFJ,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']",Elliphant,energetic,0 days 00:03:17.682000,0.127,0.579,0.886,0.000715,0.334,-4.964,0.499,159.95,0.32,4
Alive,2SHnUyZq0zwmvRIl4WY77G,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'pop dance']",Krewella,energetic,0 days 00:04:50.760000,0.00413,0.663,0.822,0.00318,0.234,-2.909,0.0557,128.002,0.567,4
Alive,2SHnUyZq0zwmvRIl4WY77G,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'pop dance']",Krewella,energetic,0 days 00:03:22.794000,0.0202,0.488,0.715,0.0,0.1,-4.587,0.06,95.996,0.361,4
What Do You Mean?,6nRwc5GgNvBMkKaynhQzrm,"['canadian pop', 'pop', 'post-teen pop']",Justin Bieber,energetic,0 days 00:03:27.547000,0.65,0.841,0.571,0.00033,0.0895,-8.066,0.102,125.032,0.772,4
I Do,5ctXZyWLbYyUSpPOdlKTlj,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",Felix Jaehn,energetic,0 days 00:03:02.126000,0.00532,0.716,0.729,0.000597,0.313,-5.726,0.0375,124.003,0.498,4
Delilah - Galantis Remix / Edit,7MZQuwt46u1msooeewfQ88,"['baroque pop', 'pop', 'uk alternative pop']",Florence + The Machine,energetic,0 days 00:03:42.459000,0.0798,0.58,0.885,0.00329,0.249,-3.369,0.0698,127.907,0.319,4
Black Magic,1QfVbQwEz691rDzdax0FB2,[],Keyes,energetic,0 days 00:03:08.082000,0.00439,0.643,0.575,0.0,0.117,-7.247,0.0543,102.94,0.29,4
Player - Jai Wolf Remix,0wbrvlS9RZ79iFdH88gXtK,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Tinashe,energetic,0 days 00:04:07.925000,0.0654,0.582,0.872,0.000182,0.0436,-0.936,0.0462,106.038,0.196,4
Whole Lotta Lovin',7i7AAhZxVZkwFbgLOAyRcU,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mustard,energetic,0 days 00:04:59.160000,0.187,0.444,0.406,5.18e-06,0.0627,-8.687,0.0619,159.88,0.427,5
Activate Me - Hoodboi Remix,2c5ZXiw3KCKjYIHMZEYYQU,['australian hip hop'],ASTR,energetic,0 days 00:04:44.789000,0.00158,0.549,0.758,0.102,0.154,-8.675,0.0516,142.032,0.434,4
Omen - Dillon Francis Remix,40sglh34jX7N1LlhqRF029,['pop'],Disclosure,energetic,0 days 00:04:02.143000,0.00197,0.581,0.892,3.64e-06,0.322,-4.545,0.152,111.954,0.464,4
Show Your Colors (PLS&TY Remix),1xQBCYn1klJdVdFjgVjpqL,"['escape room', 'indie soul']",Genevieve,energetic,0 days 00:04:06.711000,0.00392,0.55,0.866,0.0,0.349,-2.554,0.0581,164.006,0.365,4
Running Wild (feat. The Oddictions and Britt Daley) - Jayceeoh Remix,2ytQKZdKX7cBmTVUyMOpDh,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",Morgan Page,energetic,0 days 00:03:12,0.001,0.503,0.734,0.731,0.0931,-5.313,0.0388,140.091,0.0934,4
Embrace (Le Youth Radio Mix),5fHGOimObvIVedxB8FtoSs,"['alternative dance', 'chillwave', 'filter house', 'indie poptimism', 'indie soul', 'new french touch', 'nu disco', 'shimmer pop', 'tropical house', 'vapor soul']",Goldroom,energetic,0 days 00:03:23.236000,0.0821,0.763,0.877,0.000311,0.0643,-5.593,0.0516,124.033,0.835,4
Work It Out (feat. Digital Farm Animals),7L2H9LWWKBLhITaUZLFMdy,"['belgian edm', 'drum and bass', 'liquid funk']",Netsky,energetic,0 days 00:03:18.147000,0.00569,0.468,0.887,1.93e-05,0.0528,-2.936,0.046,86.016,0.222,4
Eyes Wide - Samuel Remix,7waP40PaRQxuDC57OPhggg,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']",Meadowlark,energetic,0 days 00:03:59.601000,0.176,0.592,0.604,0.00368,0.178,-7.504,0.0353,114.029,0.213,4
Dynamite,6VZjkGczm8t7GS5kg6ouMi,"['pop', 'post-teen pop']",AU8UST,energetic,0 days 00:03:19.054000,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737,4
Dynamite,6VZjkGczm8t7GS5kg6ouMi,"['pop', 'post-teen pop']",AU8UST,energetic,0 days 00:03:56.497000,0.0491,0.682,0.767,0.00189,0.0768,-5.752,0.104,127.933,0.4,4
I Wish (My Taylor Swift) - Jayceeoh Remix,29tM5UdanIQKUiVs4x7Py1,"['alternative dance', 'edm', 'indie poptimism', 'indietronica', 'nu disco', 'pop', 'tropical house']",The Knocks,energetic,0 days 00:03:47.575000,0.029,0.505,0.89,8.22e-05,0.11,-3.767,0.0436,133.955,0.31,4
Tremble,19nduPc9nAYRcQkK4xRUrf,"['aussietronica', 'australian electropop', 'australian indie', 'australian pop', 'edm']",Nicole Millar,energetic,0 days 00:03:17.700000,0.0968,0.685,0.736,0.222,0.0807,-3.578,0.0388,149.963,0.343,4
